prediction,ground_truth,anls_score,exact_match
no one,woman,0.0,False
toilet paper,toilet paper,1.0,True
skiing,skiing,1.0,True
squares,checkered,0.0,False
snowboarder,snowboarder,1.0,True
on wall,bathroom,0.0,False
grass,leash,0.0,False
harley,harley,1.0,True
giraffe,giraffe,1.0,True
lettuce,lettuce,1.0,True
male,female,0.6666666666666667,False
apple,apple,1.0,True
toilet paper,toilet paper,1.0,True
brick,stone,0.0,False
10 feet,slow,0.0,False
finch,finch,1.0,True
boston,san francisco,0.0,False
kite,umbrella,0.0,False
polo,t-shirt,0.0,False
beach,surfing,0.0,False
night,12,0.0,False
steam,smoke,0.0,False
horse,wagon,0.0,False
blonde,blonde,1.0,True
afternoon,afternoon,1.0,True
camera,up,0.0,False
water,fire hydrant,0.0,False
mountain,mountain,1.0,True
sunglasses,necklace,0.0,False
suitcase,suitcase,1.0,True
polar,polar,1.0,True
0,13,0.0,False
grass,grass,1.0,True
serve,serve,1.0,True
table,trees,0.0,False
helmet,helmet,1.0,True
floor,floor,1.0,True
laptop,camera,0.0,False
eating,drinking,0.0,False
seagull,seagull,1.0,True
grilled,hungry,0.0,False
teddy bear,camera,0.0,False
low,high,0.0,False
sheep,sheep,1.0,True
sunny,going,0.0,False
fire hydrant,paint,0.0,False
chair,umbrella,0.0,False
silver,silver,1.0,True
table,on table,0.625,False
umbrellas,umbrellas,1.0,True
boat,boat,1.0,True
right,left,0.0,False
cat,cat,1.0,True
on desk,on desk,1.0,True
0,13,0.0,False
yellow,red,0.0,False
bench,bike,0.0,False
pine,maple,0.0,False
apple,carrot,0.0,False
woman,woman,1.0,True
trees,grass,0.0,False
pink,pink,1.0,True
orange,gray,0.0,False
9,many,0.0,False
dog,dog,1.0,True
12,24,0.0,False
field,field,1.0,True
elephants,elephants,1.0,True
helmet,goggles,0.0,False
living room,living room,1.0,True
graffiti,graffiti,1.0,True
brown,black,0.0,False
12,12,1.0,True
0,5,0.0,False
flowers,flowers,1.0,True
kites,kites,1.0,True
plate,pan,0.0,False
carrots,carrot,0.8571428571428572,False
farm,farm,1.0,True
surfing,surfing,1.0,True
floral,flowers,0.0,False
moss,moss,1.0,True
jeans,striped,0.0,False
propeller,runway,0.0,False
outdoors,indoors,0.625,False
purple,pink,0.0,False
train station,houses,0.0,False
tv,samsung,0.0,False
breakfast,breakfast,1.0,True
fence,fence,1.0,True
grass,cones,0.0,False
fire hydrant,umbrella,0.0,False
9,13,0.0,False
surfboard,surfboard,1.0,True
beer,pepsi,0.0,False
cake,cake,1.0,True
male,male,1.0,True
double decker,no idea,0.0,False
young,young,1.0,True
wii remote,wii controller,0.0,False
2016,2016,1.0,True
cutting board,identification,0.0,False
gold,gold,1.0,True
chicken,beef,0.0,False
on table,restaurant,0.0,False
9,5,0.0,False
bench,bench,1.0,True
skis,snowboard,0.0,False
female,female,1.0,True
carrots,pepper,0.0,False
electric,electric,1.0,True
bench,ground,0.0,False
30,28,0.0,False
evening,morning,0.5714285714285714,False
nike,nike,1.0,True
smoke,sky,0.0,False
clock,street,0.0,False
gray,gray,1.0,True
0,11,0.0,False
horses,horses,1.0,True
playing wii,playing,0.6363636363636364,False
saddle,person,0.0,False
hot,hot,1.0,True
office,office,1.0,True
green,clear,0.0,False
cotton,rug,0.0,False
books,books,1.0,True
scissors,scissors,1.0,True
bowl,mouse,0.0,False
sandwich,baby,0.0,False
catching frisbee,walking,0.0,False
motorcycle,motorcycle,1.0,True
apple,apple,1.0,True
toyota,toyota,1.0,True
trash can,toilet,0.0,False
leaves,bowl,0.0,False
red and white,blue,0.0,False
train,train,1.0,True
train,train,1.0,True
night,night,1.0,True
cheese,stone,0.0,False
oranges,cutting board,0.0,False
sleeping,sleeping,1.0,True
parking,p,0.0,False
tomato,lemon,0.0,False
surfboard,man,0.0,False
4,8,0.0,False
grass,grass,1.0,True
3,1,0.0,False
in air,nowhere,0.0,False
surfboard,surfboard,1.0,True
standing,laying down,0.0,False
playing frisbee,jumping,0.0,False
beer,water,0.0,False
cookies,donut,0.0,False
night,night,1.0,True
umbrella,cat,0.0,False
tile,tile,1.0,True
donuts,donuts,1.0,True
skateboarding,skateboarding,1.0,True
black and white,black and white,1.0,True
trees,grass,0.0,False
flowers,star,0.0,False
donut,donut,1.0,True
walking,standing,0.5,False
candle,candle,1.0,True
cat,cat,1.0,True
no one,obama,0.0,False
3 feet,foot,0.0,False
bed,table,0.0,False
1,4,0.0,False
twin,twin,1.0,True
modern,round,0.0,False
summer,summer,1.0,True
bicycle,bicycles,0.875,False
chair,couch,0.0,False
12,6,0.0,False
office,bedroom,0.0,False
microwave,microwave,1.0,True
plaid,solid,0.0,False
green,orange,0.0,False
0,5,0.0,False
shorts,shorts,1.0,True
2,3,0.0,False
playing game,fun,0.0,False
broccoli,broccoli,1.0,True
overcast,sunny,0.0,False
female,male,0.6666666666666667,False
silver,white,0.0,False
bathroom,bathroom,1.0,True
small,small,1.0,True
12:15,not possible,0.0,False
tags,tail,0.5,False
hat,mask,0.0,False
table,plate,0.0,False
night,night,1.0,True
tennis racket,tennis racket,1.0,True
blue,tan,0.0,False
british airways,british airways,1.0,True
star,regular,0.0,False
blonde,black,0.0,False
wall,stick,0.0,False
eating,eating,1.0,True
beer,beer,1.0,True
shorts,shorts,1.0,True
broccoli,broccoli,1.0,True
jumping,jump,0.5714285714285714,False
leash,leash,1.0,True
horse,horse,1.0,True
on building,tower,0.0,False
dog,bull,0.0,False
cow,cow,1.0,True
horse,mountain,0.0,False
water,wine,0.0,False
surfboard,surfboard,1.0,True
tan,gray,0.0,False
cooking,cooking,1.0,True
man,man,1.0,True
snowboarding,snowboarding,1.0,True
tv,tv,1.0,True
bananas,bananas,1.0,True
harness,harness,1.0,True
9,100,0.0,False
woman,no one,0.0,False
on table,on table,1.0,True
10:20,3,0.0,False
8,28,0.5,False
frisbee,frisbee,1.0,True
black and white,black and white,1.0,True
hat,collar,0.0,False
plastic,plastic,1.0,True
walking,walking,1.0,True
afternoon,evening,0.0,False
lake,lake,1.0,True
brown and white,brown and white,1.0,True
salad,italian,0.0,False
plane,planes,0.8333333333333334,False
sneakers,sneakers,1.0,True
plate,drink,0.0,False
sunny,cloudy,0.0,False
pink,pink,1.0,True
hat,sweater,0.0,False
cook,vegetables,0.0,False
zebras,zebras,1.0,True
12,8,0.0,False
african,african,1.0,True
flying,watching,0.0,False
12,9,0.0,False
mustache,mustache,1.0,True
nintendo,nintendo,1.0,True
laptop,samsung,0.0,False
umbrella,boat,0.0,False
red and white,orange and white,0.6875,False
gray,tan,0.0,False
beach,beach,1.0,True
blue,blue,1.0,True
plate,frosting,0.0,False
hat,paint,0.0,False
brick,brick,1.0,True
bat,baseball,0.0,False
yellow,orange,0.0,False
pink,pink,1.0,True
black and white,brown,0.0,False
horse,horse,1.0,True
chocolate,chocolate,1.0,True
cheese,cheese,1.0,True
banana,banana,1.0,True
plant,pillows,0.0,False
clock,clock,1.0,True
elephant,elephant,1.0,True
wii,wii,1.0,True
luggage,luggage,1.0,True
street,street,1.0,True
afternoon,afternoon,1.0,True
ski poles,ski poles,1.0,True
propeller,balance,0.0,False
baseball,baseball,1.0,True
electricity,chef,0.0,False
bus,bus,1.0,True
laptop,laptop,1.0,True
glasses,necklace,0.0,False
talking on phone,talking on phone,1.0,True
english,english,1.0,True
pink,green,0.0,False
natural,reflection,0.0,False
hot dog,bread,0.0,False
surfing,surfing,1.0,True
sedan,sedan,1.0,True
kitchen,kitchen,1.0,True
camera,camera,1.0,True
snow,snow,1.0,True
skateboard,skateboard,1.0,True
no one,no one,1.0,True
up,down,0.0,False
many,100,0.0,False
stop,caution,0.0,False
gray,blue,0.0,False
black and white,white,0.0,False
dugout,dugout,1.0,True
9,30,0.0,False
wine,wine,1.0,True
grazing,grazing,1.0,True
checkered,square,0.0,False
cloudy,sunny,0.0,False
bulldog,bulldog,1.0,True
0,20,0.5,False
silver,gray,0.0,False
metal,metal,1.0,True
elephant,elephant,1.0,True
police,car,0.0,False
grass,water,0.0,False
black and white,black and white,1.0,True
africa,africa,1.0,True
adult,adult,1.0,True
bat,bat,1.0,True
on plate,basket,0.0,False
parking,parking,1.0,True
spinach,basil,0.0,False
wetsuit,watch,0.0,False
pictures,bottles,0.0,False
0,7,0.0,False
2,3,0.0,False
bus,newspaper,0.0,False
motorcycle,motorcycle,1.0,True
flying kite,flying kite,1.0,True
spoon,fork,0.0,False
cold,cold,1.0,True
0,10,0.5,False
playing tennis,tennis,0.0,False
sugar,foil,0.0,False
stripes,solid,0.0,False
bench,bench,1.0,True
kitchen,kitchen,1.0,True
bed,outside,0.0,False
helmet,goggles,0.0,False
fork,fork,1.0,True
sand,ground,0.0,False
wristband,wristband,1.0,True
23,24,0.5,False
fire hydrant,trash,0.0,False
phone,phone,1.0,True
umpire,umpire,1.0,True
down,down,1.0,True
giraffe,giraffe,1.0,True
walking,walking,1.0,True
clay,clay,1.0,True
7,6,0.0,False
cat,cat,1.0,True
tan,tan,1.0,True
beef,steak,0.0,False
front,top,0.0,False
oak,maple,0.0,False
hungry,hungry,1.0,True
25,american,0.0,False
silver,yellow,0.0,False
green,red,0.0,False
plane,bag,0.0,False
12,0,0.0,False
female,male,0.6666666666666667,False
male,male,1.0,True
carrots,soup,0.0,False
street,sidewalk,0.0,False
0,38,0.0,False
bananas,newspaper,0.0,False
parking,parking,1.0,True
dog,cat,0.0,False
brown and white,brown and black,0.6666666666666667,False
walking,jumping,0.0,False
in air,skateboard,0.0,False
horses,horses,1.0,True
silver,blue,0.0,False
lake,lake,1.0,True
blue and white,blue and white,1.0,True
cat,giraffe,0.0,False
street,washington dc,0.0,False
black and white,yellow,0.0,False
orioles,orioles,1.0,True
kitchen,kitchen,1.0,True
plane,plane,1.0,True
beanie,visor,0.0,False
luggage,airplane,0.0,False
fire hydrant,hydrant,0.5833333333333333,False
bed,laptop,0.0,False
25,35,0.5,False
living room,living room,1.0,True
tan,red,0.0,False
trees,light,0.0,False
skateboard,skateboard,1.0,True
hat,hat,1.0,True
rectangle,oval,0.0,False
tomatoes,apples,0.0,False
25,44,0.0,False
bedroom,bedroom,1.0,True
cake,cake,1.0,True
red,red,1.0,True
new york,san francisco,0.0,False
table,pan,0.0,False
ski,ski,1.0,True
clear,blue,0.0,False
rectangle,rectangle,1.0,True
safety,protection,0.0,False
pizza,pizza,1.0,True
blue and white,white,0.0,False
hat,bird,0.0,False
leaves,giraffe,0.0,False
eating,taking picture,0.0,False
baseball cap,t shirt,0.0,False
up,down,0.0,False
woman,on right,0.0,False
blonde,blonde,1.0,True
hat,hat,1.0,True
boat,boat,1.0,True
flowers,flowers,1.0,True
gas,gas,1.0,True
12,5,0.0,False
hat,vest,0.0,False
concrete,paint,0.0,False
tomatoes,strawberries,0.0,False
no one,santa,0.0,False
13,14,0.5,False
london,new york,0.0,False
stainless steel,wood,0.0,False
pan,pan,1.0,True
9,0,0.0,False
skiing,skiing,1.0,True
chair,couch,0.0,False
taking off,landing,0.0,False
suitcase,luggage,0.0,False
bed,bed,1.0,True
refrigerator,refrigerator,1.0,True
breakfast,breakfast,1.0,True
army,army,1.0,True
elephants,zoo,0.0,False
sandwich,sandwich,1.0,True
left,up,0.0,False
cake,cake,1.0,True
lot,very tall,0.0,False
10,14,0.5,False
in air,ground,0.0,False
cheese,mozzarella,0.0,False
picture,picture,1.0,True
3,1,0.0,False
home,home,1.0,True
wood,wood,1.0,True
0,0,1.0,True
hat,hat,1.0,True
many,many,1.0,True
blue and white,white and red,0.0,False
birthday,birthday,1.0,True
grass,grass,1.0,True
soda,juice,0.0,False
donuts,donut,0.8333333333333334,False
daisy,daisy,1.0,True
truck,car,0.0,False
rainbow,yellow and blue,0.0,False
open,all,0.0,False
apple,apple,1.0,True
one way,up,0.0,False
pizza cutter,pizza cutter,1.0,True
black and white,blue,0.0,False
night,day,0.0,False
trees,grass,0.0,False
safety,bicycle,0.0,False
clear,clear,1.0,True
coffee,coffee,1.0,True
male,female,0.6666666666666667,False
metal,plastic,0.0,False
chicken,steak,0.0,False
snow,snow,1.0,True
kites,kites,1.0,True
teddy bear,camera,0.0,False
luggage,backpack,0.0,False
0,2,0.0,False
flowers,flowers,1.0,True
0,10,0.5,False
1,2,0.0,False
fruit,fruit,1.0,True
chicken,beef,0.0,False
horse,horse,1.0,True
summer,fall,0.0,False
jet,jet,1.0,True
black and white,black and white,1.0,True
elephants,elephants,1.0,True
tusks,chair,0.0,False
tv,tv,1.0,True
chinese,bags,0.0,False
silver,black,0.0,False
apartment,apartment,1.0,True
blonde,blue,0.5,False
bed,blanket,0.0,False
wii remote,controller,0.0,False
balance,fall,0.0,False
silver,orange,0.0,False
ski,skiing,0.5,False
jet,passenger,0.0,False
living room,table,0.0,False
9,5,0.0,False
rectangle,rectangle,1.0,True
0,8,0.0,False
right,right,1.0,True
10,25,0.0,False
carrots,tomato,0.0,False
picture,rug,0.0,False
orange,blue,0.0,False
cows,horses,0.0,False
gray,black,0.0,False
brick,brick,1.0,True
skateboard,skateboard,1.0,True
winter,winter,1.0,True
jumping,away,0.0,False
cheese,cheese,1.0,True
fire hydrant,flowers,0.0,False
9,11,0.0,False
sink,nowhere,0.0,False
black and white,people,0.0,False
young,old,0.0,False
umbrella,umbrella,1.0,True
round,square,0.0,False
living room,living room,1.0,True
couch,floor,0.0,False
laptop,friend,0.0,False
water,beer,0.0,False
hat,scarf,0.0,False
trees,tree,0.8,False
red and white,red and white,1.0,True
sleeping,sleeping,1.0,True
sandwich,sandwich,1.0,True
wine,wine,1.0,True
pug,terrier,0.0,False
raining,cars,0.0,False
oak,maple,0.0,False
sunny,overcast,0.0,False
brown and white,brown and white,1.0,True
birthday,birthday,1.0,True
keyboard,keyboard,1.0,True
shade,shade,1.0,True
fork,fork,1.0,True
apples,apples,1.0,True
kite,kite,1.0,True
eating,eating,1.0,True
vegetables,vegetables,1.0,True
sandwich,sandwich,1.0,True
bird,box,0.0,False
poodle,mutt,0.0,False
rose,rose,1.0,True
bus,bus,1.0,True
grilled,grilled,1.0,True
male,male,1.0,True
eating,eating,1.0,True
air france,air france,1.0,True
dining room,dining room,1.0,True
zebras,zebra,0.8333333333333334,False
on table,on table,1.0,True
playing wii,playing wii,1.0,True
9,6,0.0,False
stop,new,0.0,False
plastic,fork,0.0,False
on right,sidewalk,0.0,False
sidewalk,bench,0.0,False
flowers,fish,0.0,False
orange,white,0.0,False
pink,tan,0.0,False
skiing,skiing,1.0,True
brown,tan,0.0,False
road,baby,0.0,False
pink,pink,1.0,True
shoe,shoe,1.0,True
electric,electric,1.0,True
lab,greyhound,0.0,False
tile,tile,1.0,True
watch,mustache,0.0,False
tea,ice cream,0.0,False
kite,kite,1.0,True
12,many,0.0,False
night,breakfast,0.0,False
left,right,0.0,False
fence,fence,1.0,True
suitcase,shirt,0.0,False
at camera,standing,0.0,False
vase,table,0.0,False
baseball,baseball,1.0,True
frisbee,frisbee,1.0,True
2,1,0.0,False
open,off,0.0,False
bench,backpack,0.0,False
blue,orange,0.0,False
brick,house,0.0,False
soccer,soccer,1.0,True
jumping,left,0.0,False
sign,stop,0.0,False
surfing,surfing,1.0,True
clear,brown,0.0,False
no one,man,0.0,False
hit ball,safety,0.0,False
visor,headband,0.0,False
carrots,peppers,0.0,False
no one,bird,0.0,False
cow,brown,0.0,False
food,vegetables,0.0,False
no one,woman,0.0,False
bench,no one,0.0,False
batter,batter,1.0,True
batter,batter,1.0,True
mustard,mustard,1.0,True
snow,mountains,0.0,False
skateboard,ramp,0.0,False
3,5,0.0,False
silver,blue,0.0,False
3,2,0.0,False
tall,20,0.0,False
soccer,soccer,1.0,True
frisbee,frisbee,1.0,True
coffee,milk,0.0,False
spinach,broccoli,0.0,False
church,station,0.0,False
living room,living room,1.0,True
pizza,pizza,1.0,True
glazed,glazed,1.0,True
car,van,0.0,False
table,table,1.0,True
motorcycle,motorcycle,1.0,True
0,0,1.0,True
plane,plane,1.0,True
night,night,1.0,True
wine glass,glass,0.5,False
vanilla,vanilla,1.0,True
waves,small,0.0,False
english,english,1.0,True
apron,necklace,0.0,False
44,38,0.0,False
bowling,bowling,1.0,True
horse,horse,1.0,True
cow,cow,1.0,True
bike,legs,0.0,False
surfing,surfing,1.0,True
tulips,daisy,0.0,False
skis,skis,1.0,True
stop,stop,1.0,True
phone,jacket,0.0,False
tennis racket,tennis racket,1.0,True
plaid,solid,0.0,False
camera,right,0.0,False
metal,metal,1.0,True
long,bottom,0.0,False
asian,2010,0.0,False
playing baseball,waiting,0.0,False
skateboarding,skateboarding,1.0,True
birthday,birthday,1.0,True
motorcycles,motorcycles,1.0,True
short,ponytail,0.0,False
outside,outside,1.0,True
mountain,mountain,1.0,True
w,b,0.0,False
red,black and yellow,0.0,False
donut,dog,0.0,False
ford,ford,1.0,True
motorcycle,storage,0.0,False
grass,rain,0.0,False
snow,top,0.0,False
day,day,1.0,True
clothes,plaid,0.0,False
0,1,0.0,False
round,round,1.0,True
pink,orange,0.0,False
4,4,1.0,True
tennis court,tennis court,1.0,True
playing frisbee,jumping,0.0,False
clothes,clothes,1.0,True
2011,2011,1.0,True
lot,lot,1.0,True
right,right,1.0,True
metal,paper,0.0,False
right,left,0.0,False
2,2,1.0,True
cow,cow,1.0,True
forward,on,0.0,False
pine,pine,1.0,True
fire hydrant,on ground,0.0,False
7,all,0.0,False
zoo,fence,0.0,False
silver,black,0.0,False
horse,horse,1.0,True
building,signs,0.0,False
hat,hat,1.0,True
bedroom,dresser,0.0,False
lamp,sunlight,0.0,False
serve,serve,1.0,True
gray,silver,0.0,False
woman,child,0.0,False
orange,orange,1.0,True
eagle,bird,0.0,False
mountains,desert,0.0,False
red,white,0.0,False
tile,wood,0.0,False
umbrellas,sign,0.0,False
navy,navy,1.0,True
toyota,toyota,1.0,True
10,6,0.0,False
shirt,clothes,0.0,False
wind,man,0.0,False
snowboard,snowboard,1.0,True
wii remote,wii remote,1.0,True
nowhere,grass,0.0,False
tile,tile,1.0,True
bench,lights,0.0,False
afternoon,morning,0.0,False
8,8,1.0,True
snowboarding,snowboarding,1.0,True
surfboard,surfboard,1.0,True
cold,snow,0.0,False
surfing,surfing,1.0,True
purple,purple,1.0,True
12,40,0.0,False
teddy bear,bear,0.0,False
glove,glove,1.0,True
10,30,0.5,False
playing tennis,swinging,0.0,False
horse,horse,1.0,True
donuts,donuts,1.0,True
batting,batting,1.0,True
broccoli,broccoli,1.0,True
table,table,1.0,True
purple,pink,0.0,False
kitchen,kitchen,1.0,True
jeans,jeans,1.0,True
office,living room,0.0,False
towel,bottle,0.0,False
cloudy,cloudy,1.0,True
10,3,0.0,False
lighthouse,house,0.5,False
lettuce,lettuce,1.0,True
skateboard,skateboard,1.0,True
bed,on bed,0.5,False
0,8,0.0,False
blue and white,white and blue,0.0,False
peppers,peppers,1.0,True
short,short,1.0,True
camera,standing,0.0,False
yellow,orange,0.0,False
blue and white,red and blue,0.0,False
winter,winter,1.0,True
night,night,1.0,True
banana,banana,1.0,True
baseball,baseball,1.0,True
9,5,0.0,False
snowboard,goggles,0.0,False
wine,wine,1.0,True
down,down,1.0,True
off,off,1.0,True
floral,nothing,0.0,False
motorcycle,motorcycle,1.0,True
playing wii,playing frisbee,0.6,False
small,big,0.0,False
brick,house,0.0,False
banana,bananas,0.8571428571428572,False
leaves,branch,0.0,False
8,10,0.0,False
mirror,door,0.0,False
black and white,green,0.0,False
street,street,1.0,True
2,1,0.0,False
knife,bottle,0.0,False
london,london,1.0,True
roses,roses,1.0,True
30,29,0.0,False
motorcycles,motorcycles,1.0,True
tv,laptop,0.0,False
downhill,downhill,1.0,True
bridge,lights,0.0,False
12,9,0.0,False
sidewalk,sidewalk,1.0,True
hot,cold,0.0,False
laptop,keyboard,0.0,False
stop,stop,1.0,True
giraffe,ostrich,0.0,False
wii,wii,1.0,True
dog,dog,1.0,True
woman,no one,0.0,False
texting,drinking,0.0,False
purple,purple,1.0,True
on tracks,tracks,0.6666666666666667,False
clear,white,0.0,False
spoon,spoon,1.0,True
cows,cows,1.0,True
in air,in air,1.0,True
english,german,0.0,False
3,6,0.0,False
pug,terrier,0.0,False
fall,spring,0.0,False
man,man,1.0,True
evening,evening,1.0,True
frisbee,frisbee,1.0,True
pink,orange,0.0,False
cheese,cheese,1.0,True
fire hydrant,bag,0.0,False
birthday,man,0.0,False
grass,grass,1.0,True
rain,wind,0.0,False
bears,bears,1.0,True
yankees,yankees,1.0,True
smoothie,smoothie,1.0,True
leaves,leaves,1.0,True
landing,taking off,0.0,False
dog,cat,0.0,False
short,short,1.0,True
beach,san francisco,0.0,False
motorcycle,motorcycle,1.0,True
wood,wood,1.0,True
refrigerator,wall,0.0,False
black,red white and blue,0.0,False
on desk,desk,0.5714285714285714,False
wii,wii,1.0,True
blue and white,blue,0.0,False
on ground,nowhere,0.0,False
sitting,standing,0.5,False
computer,laptop,0.0,False
obama,obama,1.0,True
table,table,1.0,True
indoors,indoors,1.0,True
bed,cleaning,0.0,False
skateboard,skateboard,1.0,True
counter,stove,0.0,False
rocks,sheep,0.0,False
0,5,0.0,False
night,night,1.0,True
